OptionName,Sharpe_Long,Sharpe_Short,PoP_Long,PoP_Short,VaR_Long,VaR_Short,CVaR_Long,CVaR_Short,Payout_Long,Payout_Short,Premium_Efficiency_Long,Premium_Efficiency_Short,Breakeven_Long,Breakeven_Short,Breakeven_Long_Pct,Breakeven_Short_Pct,MarketScenario,UserMarketView
اختيارخ رويين-9000-14031226,-2.8835805256550877,-7.15335499079886,8.16,0.03,-1442410.0225279168,-2465018.3887769505,-1635747.6017284926,-2690672.666317247,-0.12435364404192928,-0.5566073387747971,1.8751171948246764e-07,3000000,15445.29300366426,12931.243706409761,21.750693706954593,1.9331838752148833,Bullish High Volatility,bearish
اختيارخ اطلس-48000-14031107,-4.311636625399024,-1.5965865678424644,8.16,30.54,-2677851.805957499,-1901114.9271159417,-3052082.7922803853,-2298743.678329664,-0.11888162879404804,-0.05196086104257839,9.615384615384616e-08,8711000,60366.793514320176,58620.911421072116,9.1426387892247,5.986099116022636,Bullish High Volatility,bearish
اختيارخ فصبا-4600-14031114,-7.403782899454344,-12.847941910344733,0.45999999999999996,0.0,-400184.4312809089,-587442.7615173438,-437476.95453853573,-628111.865754133,-0.3323979352374466,-6.525696002777874,1.3440860215053763e-06,66000,5556.914062144335,4851.901387343837,13.360139986624532,-1.022003522157544,Bullish High Volatility,bearish
اختيارخ توان-24000-14031219,-8.092036000841071,2.9564019797935432,0.01,91.75,-4478012.812303645,-200904.98579174222,-4767406.617520651,-586924.2314158721,-0.6273526224104571,0.3830341430636708,2e-07,3020000,31065.266135577836,28944.25830976942,28.661280329583082,19.876820500183957,Bullish High Volatility,bearish
اختيارخ خاور-2000-14031009,,,0.0,100.0,-300000.0,7000.0,-300000.0,7000.0,-1.0,1.0,3.3333333333333333e-06,7000,2321.5883584605754,2025.838189317554,45.82841447616679,27.251142545072483,Bullish High Volatility,bearish
اختيارخ خپارس-750-14031114,-115.99753639043531,-35.53064338949785,0.0,0.0,-779593.3055400222,-260876.39229957247,-787367.437368534,-268525.34314449475,-0.7574996451390302,-23.007535131236,1.01010101010101e-06,10000,1809.3245636472946,790.2796944666344,90.0551012234553,-16.98742705182412,Bullish High Volatility,bearish
اختيارخ اطلس-50000-14031107,-4.653645516091303,2.867945823050126,6.68,83.43,-2765492.313224467,-621178.6325100466,-3145282.2468626555,-1063890.5079991713,-0.15763464057247573,0.10498680560825548,1.1764705882352942e-07,8000000,60470.16131143374,59953.32232586593,9.32952686934323,8.395086468750556,Bullish High Volatility,bearish
اختيارخ فصبا-4200-14031114,-12.275015573117342,-27.119986554842345,0.01,0.0,-555876.7517990429,-1050697.2107915124,-592101.8366407633,-1092327.629855677,-0.31048117475495907,-895.3744728185532,7.692307692307693e-07,1000,5719.129367850644,4368.374995334646,16.66930574970713,-10.885863008269158,Bullish High Volatility,bearish
اختيارخ توان-20000-14031002,-387.874379824804,-117.90387000331081,0.0,0.0,-1631703.120455689,-540071.1681220412,-1650442.6511764927,-559055.4160172216,-0.27052332567182524,-0.12698409163736943,1.725625539257981e-07,3751000,25882.781352391303,23831.825543735056,7.19727211593002,-1.2970571806375841,Bullish High Volatility,bearish
اختيارخ بساما-4164-14040207,0.7017997717014332,-12.504809388676577,66.69,0.0,-984828.1518400587,-7669453.122939766,-1300106.8524708725,-8061590.608146868,0.06320862598008037,-2603.8611336511963,1.699264218593349e-07,2402,7386.097917097286,4651.209226596643,21.882803912496463,-23.247372498405227,Bullish High Volatility,bearish
اختيارخ موج-15000-14031016,-62.92932893094819,3.16782311076432,0.0,76.71,-2352530.1428357204,-139360.63947446746,-2416901.7469363147,-210219.91011114095,-0.2634044254451074,0.018199833982149163,1.25e-07,6002000,23354.317885333032,21325.538444685404,13.513744946695017,3.6528552769777622,Bullish High Volatility,bearish
اختيارخ بساما-4580-14031205,-8.474297202496524,-23.45884082132185,0.02,0.0,-2149532.9483328313,-4806749.942258731,-2304441.156143615,-4981958.474419896,-0.25105362490657057,-14.290988491490852,1.699264218593349e-07,288240,7441.636731262088,4975.205211512349,22.79928599442389,-17.900904100456295,Bullish High Volatility,bearish
اختيارخ خپارس-650-14031114,-100.77483276085155,-47.96177949860138,0.0,0.0,-679629.0354112291,-340141.4970642001,-687531.4989607432,-348074.1643315675,-0.6566268525745746,-10.331313865039037,1.01010101010101e-06,30000,1705.3403933227373,707.0923582069887,79.13239425659006,-25.725592625316306,Bullish High Volatility,bearish
اختيارخ فصبا-3400-14031114,-22.800221141881075,-47.17297891276572,0.0,0.0,-897079.4658167658,-1704226.9754571489,-937197.9563351085,-1746766.2040339285,-0.3055518987851319,-10.624870954583136,4.091653027823241e-07,146000,6076.83491376712,3687.278679708797,23.96644050932517,-24.780116693006992,Bullish High Volatility,bearish
اختيارخ آساس-50000-14031030,-340.3127577030662,28.200216582301774,0.0,99.87,-1200000.0,100000.0,-1200000.0,99578.63897753415,-0.9996488658146118,0.9957863897753415,8.333333333333333e-07,100000,52610.59967821477,51480.29382575313,12.2287633393378,9.817598501969215,Bullish High Volatility,bearish
اختيارخ بساما-6246-14031205,-28.583880141804134,-2.8741577197271373,0.0,15.98,-4804000.0,-1091462.748472481,-4804000.0,-1264377.9879460642,-0.9080139934610082,-182.97201307798366,2.0815986677768527e-07,2402,8728.838760453367,6612.788714110136,44.040243571837735,9.12192597541479,Bullish High Volatility,bearish
اختيارخ خاور-1600-14031009,-230.46060683874475,34.639809363723316,0.0,100.0,-250000.0,25396.00619227961,-250000.0,22050.86827786479,-0.9698775909494541,0.828849948576444,4e-06,44000,1867.3645491965497,1659.4309831779067,17.29676816561241,4.235614521225295,Bullish High Volatility,bearish
اختيارخ خاور-1300-14031219,-9.419105217828296,2.9215767898178795,0.0,91.53999999999999,-330249.3055565977,-14977.453867596356,-352021.117121905,-38313.96559402253,-0.37308735688397376,0.1584803317508942,1.5455950540958269e-06,482000,2085.657695378278,1908.9070432275762,31.00864920717825,19.906221308264826,Bullish High Volatility,bearish
اختيارخ خپارس-750-14031009,-740.607264157081,-275.86887226009264,0.0,0.0,-545879.7513011566,-207875.91894854233,-547707.3677147005,-209882.63526234703,-0.7188091405689485,-20.089314457328875,1.3333333333333334e-06,10000,1514.0793642134186,767.1335445347987,59.04195002241792,-19.418745321974928,Bullish High Volatility,bearish
اختيارخ توان-28000-14031219,-153.07354650921724,40.44461074466328,0.0,99.89,-2222000.0,591000.0,-2222000.0,589238.9358218658,-0.999207441864026,0.9970201959760843,4.5004500450045006e-07,591000,32374.29217756667,30627.138761458828,34.08280048691932,26.846712617348633,Bullish High Volatility,bearish
اختيارخ آساس-40000-14031030,-9.611957251725125,-17.55001503354435,0.3,0.0,-2731090.014345963,-4169600.1541283466,-2980540.671337569,-4446613.749593558,-0.17472269937578536,-0.6338839997758201,1.0102030508132135e-07,5000000,51273.75611998513,46239.78487343095,9.37701292714095,-1.3614384712851368,Bullish High Volatility,bearish
اختيارخ فصبا-2800-14031114,-21.732482481611584,-70.73345235975614,0.0,0.0,-852218.3874139155,-2450405.303334665,-887182.7941475679,-2488551.6990447105,-0.2339899720480577,-2296.264073827875,3.334444814938313e-07,1000,6030.042037121069,2912.596610790846,23.011873462282107,-40.58350447183096,Bullish High Volatility,bearish
اختيارخ آساس-38000-14031030,-15.776247937264401,-55.92494832569839,0.0,0.0,-3835224.7664311337,-11063913.011682797,-4082119.6529513625,-11328779.540181948,-0.21765270277328852,-100.69732516650024,7.692899453804138e-08,100000,52404.06197244678,39149.684526171535,11.788177764509534,-16.4860179056881,Bullish High Volatility,bearish
اختيارخ خاور-1100-14031009,-239.36920684820043,-397.4366261686103,0.0,0.0,-304643.5335337393,-498588.4363377004,-307949.3625844951,-501845.9347788348,-0.36630789579447737,-24.3476841682209,1.25e-06,20000,1917.833861336997,1130.5125919460193,20.466951089007356,-28.987902515953568,Bullish High Volatility,bearish
اختيارخ هم وزن-17000-14031205,-5.581241965599729,-1.0483005231077624,0.96,32.61,-2120441.5320092817,-1115337.3457144275,-2361569.06279651,-1350372.978627952,-0.281364773969999,-0.07795283904500154,2.2222222222222222e-07,3000000,22758.917456918192,21171.086006435526,19.05067456671126,10.744813550429066,Bullish High Volatility,bearish
اختيارخ خاور-1000-14031009,-241.89226739849465,-75.96183687797772,0.0,0.0,-304579.3412176079,-103323.67419690684,-307747.9350789267,-106502.13078782652,-0.3256052291252965,-0.17855396851889935,1.111111111111111e-06,515000,1917.833861336997,1529.2201578555528,20.466951089007356,-3.9434574211336226,Bullish High Volatility,bearish
اختيارخ خاور-1200-14031009,-198.6514824371662,-260.4229905095147,0.0,0.0,-254576.6758949235,-330477.5531546393,-257774.99141940556,-333822.78453763016,-0.37398452651218755,-3.623977929171342,1.5384615384615385e-06,88000,1867.3645491965497,1300.089480737922,17.29676816561241,-18.33608789334661,Bullish High Volatility,bearish
اختيارخ اطلس-55000-14031107,-8.231322056996547,1.1707865875160397,0.45999999999999996,65.25999999999999,-3750073.9572449233,-1124875.5454892516,-4085059.5880245017,-1505262.729109628,-0.519011982145736,0.13422156786232484,2.2222222222222222e-07,2500000,61503.83928256936,59436.48334029812,11.198407670528576,7.460646068157861,Bullish High Volatility,bearish
اختيارخ توان-24000-14031002,-488.90683134463575,-55.118518973845745,0.0,0.0,-2060238.779893643,-289508.7740993949,-2079759.98236715,-308465.037857875,-0.898268407361321,-225.0475988431446,4.5004500450045006e-07,1000,26311.234449405107,24082.67630311082,8.971772414185564,-0.25812257978538033,Bullish High Volatility,bearish
اختيارخ توان-26000-14031219,-19.83783156421086,-1.2632759903246855,0.0,57.47,-4444000.0,-1255861.3254781994,-4444000.0,-1625188.1552102831,-0.9397883038314726,-266.5807777729358,2.2502250225022503e-07,1000,32612.102145914887,27852.689130729632,35.06772477082165,15.355929305154813,Bullish High Volatility,bearish
اختيارخ خپارس-450-14031009,-328.79028563821515,-413.90492542875137,0.0,0.0,-245756.3731235564,-307953.4355995869,-247725.3575591855,-309856.090246657,-0.3186125454400397,-1.4335266234284296,1.3333333333333334e-06,210000,1211.263491370735,666.1949202539042,27.233560017934355,-30.021541990136114,Bullish High Volatility,bearish
اختيارخ موج-20000-14031016,-59.17675464964598,10.11914018156985,0.0,98.67,-2202717.9303614097,88873.01730691288,-2266797.9107361687,22029.87781507375,-0.6875381514240495,0.27389575318688186,3.51000351000351e-07,1226000,23200.991711390194,21552.98919278604,12.768502534218884,4.758380445154287,Bullish High Volatility,bearish
اختيارخ رويين-8500-14031030,4.7791470971633325,-23.124901997195522,92.15,0.0,-33758.385104659515,-1396343.6301574481,-103413.13204971123,-1466648.2631602124,0.05521706835395496,-0.3307064173815348,2.3261223540358224e-07,3409000,13151.622368778728,12237.10217905976,3.6703639348788286,-3.538529252248457,Bullish High Volatility,bearish
اختيارخ توان-30000-14031219,,,0.0,100.0,-1111000.0,1000.0,-1111000.0,1000.0,-1.0,1.0,9.000900090009001e-07,1000,33326.60326703318,32137.553425292095,38.02693421840206,33.102312798890445,Bullish High Volatility,bearish
اختيارخ توان-20000-14031219,-3.2400507075496523,0.581104136908605,6.41,61.970000000000006,-2576001.679577547,-1123389.7975282995,-2902702.3689542357,-1502520.9048142466,-0.1742633547491552,0.03905422368775645,1.4084507042253522e-07,6101000,29029.95559566067,27959.810738093696,20.231748170058683,15.799588892498218,Bullish High Volatility,bearish
اختيارخ توان-26000-14031002,,,0.0,100.0,-1111000.0,1000.0,-1111000.0,1000.0,-1.0,1.0,9.000900090009001e-07,1000,27203.25974974532,26089.482378116933,12.666223854815994,8.053354227032239,Bullish High Volatility,bearish
اختيارخ توان-15000-14031002,-43.14959617592603,-231.00818386916168,0.01,0.0,-234216.5136936666,-989594.6037626014,-254493.66737504292,-1009003.4089864987,-0.018326042133295334,-0.11165705180592254,1.0639429726566656e-07,8300000,24482.030712037038,23379.29077382118,1.3958613047713397,-3.1712952005749417,Bullish High Volatility,bearish
اختيارخ بساما-6246-14040207,-1.3946001555083412,0.8791345035530195,20.28,71.23,-1945620.0,-985895.439445697,-1945620.0,-1383930.8413372473,-0.34187860987745866,0.25129448595609766,5.139749796979883e-07,1710224,7879.695630940196,7770.255413843804,30.027980708584078,28.222036532075954,Bullish High Volatility,bearish
اختيارخ اطلس-60000-14031107,-360.86382893810753,0.10829508879288978,0.0,99.91,-2000000.0,1000.0,-2000000.0,601.7894883865424,-0.9998008947441933,0.6017894883865424,5e-07,1000,64088.034210408405,62021.7119461083,15.870609673491964,12.134716951922432,Bullish High Volatility,bearish
اختيارخ فصبا-3200-14031114,-8.92421713713988,-57.17429507501071,0.15,0.0,-443917.28480246273,-2050005.0781878845,-484891.0506284194,-2091425.9534934126,-0.1338621962225018,-1895.841790272721,4.5662100456621004e-07,1000,5604.7467804936305,3328.5332920890746,14.33591963471299,-32.09846405367045,Bullish High Volatility,bearish
اختيارخ آساس-34000-14031030,-44.796108510566725,-78.08642686112334,0.0,0.0,-9053157.25755121,-15093933.156975973,-9305536.154187107,-15356519.897386443,-0.36234800389025607,-140.6990265755073,4.5000450004500045e-08,100000,57770.959670089665,35039.48142631101,23.236826805942368,-25.253890041573857,Bullish High Volatility,bearish
اختيارخ كرمان-1100-14031016,,,0.0,100.0,-400000.0,25000.0,-400000.0,25000.0,-1.0,1.0,2.5e-06,25000,1523.1076881738934,1142.33076613042,46.73484471810148,10.051133538576096,Bullish High Volatility,bearish
اختيارخ رويين-11000-14031121,-4.463504945057543,-3.9369975516126163,4.81,6.47,-920566.485867242,-885005.0593223132,-1041775.2329856867,-1009588.5222634489,-0.17223460636530138,-0.22532532607189315,3.6496350364963505e-07,1851000,14372.619678998331,13442.688172838978,13.295125957735543,5.964749904138245,Bullish High Volatility,bearish
اختيارخ فصبا-2600-14031114,-22.13782353688599,-75.67609298437931,0.0,0.0,-877916.1552182827,-2650662.5794623783,-914384.5499201071,-2690945.6245871154,-0.22528071195279728,-2495.145546088087,3.1036623215394166e-07,1000,6053.958396295718,2704.6282701417317,23.49976328632635,-44.826024680911225,Bullish High Volatility,bearish
اختيارخ فصبا-4400-14031114,-12.493954740754566,-21.288124905816325,0.0,0.0,-555920.7043843647,-845327.1455445156,-593928.5672084612,-887189.3142917476,-0.36870974715052063,-693.4192781344273,9.09090909090909e-07,1000,5719.129367850644,4576.343335983761,16.66930574970713,-6.64334279918889,Bullish High Volatility,bearish
اختيارخ توان-16000-14031002,6.6252694982232345,-409.06451987088366,78.01,0.0,-35612.33600779523,-1720182.404046774,-56261.70176881093,-1738924.9353609066,0.0033837098638307686,-0.2521678899807532,1.2196609342602757e-07,6570000,24281.350104536425,22646.80655644395,0.5647136240895634,-6.204984235063371,Bullish High Volatility,bearish
اختيارخ توان-19000-14031002,-42.98121507000392,-153.09626749367305,0.01,0.0,-237126.04410926177,-680925.0886732802,-255289.97889257502,-699977.9325025325,-0.03200385885684843,-0.13387834320455932,1.8518518518518518e-07,4610000,24483.03411507454,23690.345715447125,1.4000170431747394,-1.883016295518225,Bullish High Volatility,bearish
اختيارخ بساما-5829-14040207,0.16351818528583628,-0.2428749995277697,53.31,45.4,-1243341.7524119674,-1507893.9737515012,-1549322.1122739261,-1893152.6149419588,0.0410528761613097,-0.05275009948896486,4.625774817281895e-07,2137780,7514.522661649175,7503.355292557706,24.002024119623332,23.817744101612305,Bullish High Volatility,bearish
اختيارخ موج-11000-14031219,-4.149250005863112,-12.100575077166678,2.91,0.0,-2502828.0333769936,-5213749.578546766,-2787709.293374644,-5537681.193368328,-0.10980269098057442,-0.5762454136571293,8.064516129032257e-08,7003000,25066.456123190394,19285.102973751993,21.83559892675413,-6.264688569301091,Bullish High Volatility,bearish
اختيارخ توان-16000-14031219,0.880618283056029,-2.7709367139497543,66.72,9.66,-992738.8882699464,-2446389.269383035,-1317242.2935215589,-2834494.770908102,0.03853695510094818,-0.12114784925670541,1.0526315789473685e-07,8800000,27316.009877835684,26566.158626287255,13.13319477256445,10.027577661160713,Bullish High Volatility,bearish
اختيارخ آساس-45000-14031226,-3.499810555383767,-0.17642372137132878,4.63,47.589999999999996,-5848338.5862791985,-3050946.3165170704,-6512333.171753115,-3874712.0619481634,-0.35342846249324394,-0.026054645501375373,1.1778563015312132e-07,5350000,57641.018821321515,54257.34338481096,22.959637402025514,15.74159175905747,Bullish High Volatility,bearish
اختيارخ تيام-13000-14031226,-4.587014131188741,-0.2953125219655513,1.66,45.46,-1855038.0334787422,-874488.7736344578,-1951894.5679098836,-1092985.8388573742,-0.5370138445343476,-0.07848539743763719,5.05050505050505e-07,850000,16142.502560168186,14924.810444481267,25.10658420652705,15.66930515757008,Bullish High Volatility,bearish
اختيارخ توان-15000-14031219,0.886885493634748,-2.2447377424176946,66.99000000000001,15.03,-969759.225602408,-2260286.619506781,-1305451.9619112122,-2658710.85999053,0.03549780990007292,-0.08612858972620387,9.532888465204957e-08,10001000,27305.297717099278,26781.473057089017,13.088828813830112,10.919333431720911,Bullish High Volatility,bearish
اختيارخ توان-17000-14031219,-5.53535885044759,-2.9042702793707265,0.5700000000000001,8.83,-3483331.0858484367,-2505643.718391707,-3799445.3217482157,-2861462.555000074,-0.19404364978568528,-0.14393804546547898,9.090909090909091e-08,7750000,29994.05006193722,26512.597822605225,24.22468445614918,9.805747867489023,Bullish High Volatility,bearish
اختيارخ توان-18000-14031219,-0.3661247118048738,-1.394331620569953,42.95,26.41,-1478117.7444494988,-1947614.6130683867,-1798043.2427144928,-2308696.2847852046,-0.015745628552436775,-0.07231853078857493,1.25e-07,7343000,27851.61791465599,27147.828954274108,15.3514927092814,12.436649220435324,Bullish High Volatility,bearish
اختيارخ بساما-5413-14040207,0.33814329265407744,-0.7600924807884502,57.8,33.64,-1196663.1596470817,-1790137.3263779846,-1514615.6756657383,-2158252.11074071,0.059178236484953635,-0.1297901189172839,3.2524979184013324e-07,2882400,7474.320132919887,7384.98118018814,23.33861605478362,21.864375910695365,Bullish High Volatility,bearish
اختيارخ موج-10000-14031219,-2.9770635306462316,-13.600138633179066,8.73,0.0,-2128260.1371159246,-5718724.287857172,-2397675.9657140686,-6035802.5515203625,-0.07438874523506356,-0.6043928415925565,7.692307692307692e-08,7500000,24637.969693734147,18746.281288710765,19.75293911604037,-8.883633281273628,Bullish High Volatility,bearish
اختيارخ فصبا-5000-14031114,-13.296726655130339,6.7860895083737,0.0,98.53,-488000.0,52193.03589341548,-488000.0,10240.805552110305,-0.7855069123795576,0.6522504094392827,2.0491803278688526e-06,301000,5706.651267411697,5512.200868904775,16.414754537162324,12.44799814167228,Bullish High Volatility,bearish
اختيارخ توان-17000-14031002,-68.19503784492795,-106.6710717074743,0.0,0.0,-335754.06715927273,-490136.79652292526,-353491.71163468016,-509989.0805499341,-0.03637043303280037,-0.06282672827264665,1.3333333333333334e-07,6800000,24583.374418824846,23880.992292572708,1.8155908835156165,-1.0934259988705453,Bullish High Volatility,bearish
اختيارخ خپارس-650-14031009,-743.4619348665744,-290.9203213389221,0.0,0.0,-545865.941656374,-217955.54101003936,-547697.1728887631,-219723.62704889162,-0.6341316336193552,-2.1098811142354803,1.176470588235294e-06,100000,1514.0793642134186,757.0396821067093,59.04195002241792,-20.47902498879104,Bullish High Volatility,bearish
اختيارخ رويين-12000-14031226,-1.8412023257778187,-5.60592935495488,18.16,0.16,-1189939.045536716,-2115895.4442155515,-1378934.2818725482,-2341975.604267205,-0.20325780077266326,-3.660608964839574,4.761904761904762e-07,359000,15194.21135503147,13318.103413959854,19.7714910533775,4.9826849594817535,Bullish High Volatility,bearish
اختيارخ فصبا-3600-14031114,-12.317820155223902,-12.949298947062728,0.01,0.0,-552152.2522815533,-579232.5433122269,-588715.6492181093,-618525.6208086523,-0.21163732984144326,-0.3946825635952121,5.263157894736842e-07,1074000,5719.129367850644,4860.220120969801,16.66930574970713,-0.8523027137943395,Bullish High Volatility,bearish
اختيارخ توان-14000-14031219,-0.41446746164106707,-2.245945224840975,42.53,14.979999999999999,-1489172.420496121,-2255545.629924141,-1821841.6232175012,-2649942.3700653515,-0.011426021191703042,-0.07844434051814216,8.333333333333334e-08,11000000,27851.61791465599,26780.401841015377,15.3514927092814,10.914896835847498,Bullish High Volatility,bearish
اختيارخ اطلس-40000-14031002,-162.6913134632477,-378.92249306217053,0.0,0.0,-1647302.6404695134,-3645352.900841193,-1689219.0248569017,-3690987.881341771,-0.08829436268238164,-0.29158298619995937,5.882352941176471e-08,12000000,57193.97313767413,52176.95795015886,3.406207083120827,-5.664512836451163,Bullish High Volatility,bearish
اختيارخ آساس-45000-14031030,-17.440679675864487,-5.958063244086583,0.0,3.6999999999999997,-4116236.5759786945,-2083135.0517910654,-4378109.572419157,-2331432.9806007147,-0.4963156978897163,-0.5074637070284026,1.5873015873015874e-07,2105000,52713.35475571128,48402.77925473255,12.447960142734926,3.2526542402247394,Bullish High Volatility,bearish
اختيارخ كاريس-20000-14031212,-3.7107305984762644,-2.1694124042186846,5.06,17.05,-2979532.0580717362,-2397498.567987216,-3370263.3856733856,-2823175.273910139,-0.11543056217826796,-0.08196635251771145,7.633587786259542e-08,10710000,35247.076775027286,32702.04615592411,18.82505739482616,10.245242072359861,Bullish High Volatility,bearish
اختيارخ توان-11000-14031219,-18.160429985272515,-22.4762002620549,0.0,0.0,-8484653.189846484,-10256051.579787806,-8807503.532748364,-10646739.397684684,-0.32397871939427975,-1.4770933000209603,4.545454545454546e-08,6004000,35350.1304301403,18214.95811618502,46.40766382331869,-24.56012376812997,Bullish High Volatility,bearish
اختيارف اطلس-45000-14031002,,,0.0,100.0,-15000.0,10000.0,-15000.0,10000.0,-1.0,1.0,6.666666666666667e-05,10000,45138.085642074926,45143.10265726244,-18.390732883610696,-18.381662163691125,Bullish High Volatility,bearish
اختيارف رويين-11000-14031226,,,0.0,100.0,-450000.0,129000.0,-450000.0,129000.0,-1.0,1.0,2.222222222222222e-06,129000,11368.718425218582,11714.629194365043,-10.383742509706906,-7.6570298410449045,Bullish High Volatility,bearish
اختيارف توان-18000-14031002,,,0.0,100.0,-69000.0,2000.0,-69000.0,2000.0,-1.0,1.0,1.4492753623188405e-05,2000,17992.01986546728,18059.247868979983,-25.48345468847679,-25.205020215448403,Bullish High Volatility,bearish
اختيارف موج-20000-14031016,,,0.0,100.0,-800000.0,600000.0,-800000.0,600000.0,-1.0,1.0,1.25e-06,600000,19495.778408625833,19698.859433715686,-5.240699870585042,-4.253623827570296,Bullish High Volatility,bearish
اختيارف توان-19000-14031002,,,0.0,100.0,-100000.0,2000.0,-100000.0,2000.0,-1.0,1.0,1e-05,2000,18964.31740880774,19062.65090648304,-21.456544175573665,-21.0492818120396,Bullish High Volatility,bearish
اختيارف توان-17000-14031002,,,0.0,100.0,-4000.0,2000.0,-4000.0,2000.0,-1.0,1.0,0.00025,2000,17053.83802540192,17055.844831476927,-29.36907009566403,-29.360758618857208,Bullish High Volatility,bearish
اختيارف اطلس-40000-14031002,,,0.0,100.0,-97000.0,11000.0,-97000.0,11000.0,-1.0,1.0,1.0309278350515464e-05,11000,40038.7914054844,40125.08406670966,-27.610212609863673,-27.454196227247042,Bullish High Volatility,bearish
اختيارف آساس-45000-14031030,,,0.0,100.0,-2500000.0,1000.0,-2500000.0,1000.0,-1.0,1.0,4e-07,1000,43670.90793601812,46238.75732265598,-6.84135855621375,-1.363630439319119,Bullish High Volatility,bearish
اختيارخ رويين-9500-14031030,-0.017913841503990734,-7.285892189408039,50.38,1.6099999999999999,-268865.8795592268,-637446.311766465,-341922.4571204222,-710517.9529472165,0.0006254868233886012,-0.11275097417281459,2.8304557033682425e-07,3177000,13392.069250120569,13026.261174232981,5.565735851494313,2.6821785766433903,Bullish High Volatility,neutral
اختيارخ اطلس-45000-14031002,-75.02972383702692,0.009925286221110635,0.0,51.080000000000005,-850546.7911542298,-146125.42109408815,-894034.8379308392,-188982.7592759427,-0.06261103670661958,0.00011843915372756046,8.928571428571429e-08,10500000,56391.25070767169,55688.86858141955,1.9548918959893191,0.6849911072492221,Bullish High Volatility,neutral
اختيارخ فصبا-2200-14031114,-23.622238619961305,-63.90373925605344,0.0,0.0,-920894.6066358266,-2245616.3254345246,-959497.5767812752,-2285524.515589529,-0.21007343997793812,-2.615319312160897,2.7277686852154937e-07,801000,6099.711431238523,3120.56495143996,24.433117732324018,-36.34098426275071,Bullish High Volatility,neutral
اختيارخ توان-14000-14031002,55.92937438921472,-301.72572267756567,100.0,0.0,164117.32082189465,-1288643.0346500392,144704.90363743214,-1308305.553502859,0.02284533626913803,-0.13612869555155643,1.0001000100010001e-07,9002000,24080.669497035815,23080.27666864527,-0.26643405659219077,-4.4097052447907625,Bullish High Volatility,neutral
اختيارخ خپارس-600-14031114,-93.73011375817394,-56.15106732528311,0.0,0.0,-629161.2561876465,-389889.85604654497,-636583.0981278433,-398104.01985249255,-0.6059641407931359,-12.00318335382652,1.01010101010101e-06,30000,1653.3483081604588,655.1002730447101,73.67104077315744,-31.186946108748938,Bullish High Volatility,neutral
اختيارخ خاور-1300-14031009,-157.18385397761318,-241.5388002714999,0.0,0.0,-204601.355080843,-308609.54433653265,-207782.8590801782,-311805.91247365094,-0.38615395978038763,-29.692302010980615,2e-06,10000,1816.8952370561024,1322.295978079719,14.126585242217482,-16.94120740705283,Bullish High Volatility,neutral
اختيارخ رويين-8500-14031226,-0.7684431801210267,-5.028257283704321,35.88,0.67,-942501.7594122603,-1962433.1225538505,-1138050.94003161,-2158075.39644816,-0.03128356416063174,-0.2915411880828378,1.8751171948246764e-07,4000000,14906.491182563854,13470.045527510169,17.50347771215397,6.180399870015507,Bullish High Volatility,neutral
اختيارخ آساس-40000-14031226,-1.7561618995378412,-2.905760815755775,19.73,8.02,-4393998.5424671145,-5416037.237512141,-5063050.475765831,-6231417.56200703,-0.124106825212637,-0.31089025909807383,8.333333333333334e-08,8018000,56035.3893944423,51744.37169119866,19.53451383259164,10.380928561795866,Bullish High Volatility,neutral
اختيارخ نارنج-13000-14031114,-23.408789372534276,-7.909351532874556,0.0,0.22,-2680434.681954827,-1212527.450276662,-2791411.5385564785,-1329002.8962524724,-0.5605057945341215,-0.7579768218635141,2.5e-07,1000000,17677.308955174718,14557.783845438002,24.53194050845169,2.5557157128425656,Bullish High Volatility,neutral
اختيارخ خپارس-600-14031009,-740.3913060759286,-454.295324826932,0.0,0.0,-545930.6869392315,-337775.0073541291,-547839.4264552789,-339749.62146272836,-0.5989705619570571,-11.030883141288289,1.111111111111111e-06,30000,1514.0793642134186,635.9133329696358,59.04195002241792,-33.20238099058448,Bullish High Volatility,neutral
اختيارخ بساما-3747-14031205,-29.20232850901583,-33.774599928810964,0.0,0.0,-5737685.871259253,-6575932.627368835,-5906152.709015642,-6745289.190808834,-0.4422832526505478,-11.634531053698492,8.709617856806914e-08,506822,9026.292518843788,4189.757920673591,48.94872143306581,-30.86208051693744,Bullish High Volatility,neutral
اختيارخ فصبا-4800-14031114,-11.354877613257669,7.829800039727476,0.0,99.74,-523471.8968022997,103577.16985232389,-561236.7109003747,64437.52991909409,-0.5550661709731951,0.4636743574433649,1.4947683109118086e-06,555000,5686.894275050031,5568.352320880036,16.011715117299687,13.593478598123943,Bullish High Volatility,neutral
اختيارخ توان-19000-14031219,-2.673560507539771,-1.1168751613792531,11.01,30.78,-2374814.7694776217,-1779913.1878683213,-2708608.2320302217,-2155885.674160549,-0.12964050763426666,-0.0651959705173189,1.2658227848101266e-07,6455000,28815.712380932546,27267.80515452186,19.3444289953719,12.933547958259917,Bullish High Volatility,neutral
اختيارخ خاور-1500-14031009,-527.544675982285,-42.603922572818284,0.0,0.0,-654514.508553657,-63727.73922444312,-657745.079846605,-66796.29744356897,-0.8574201306274397,-0.9442709459894589,1.3333333333333334e-06,55000,2271.119046320128,1569.5956075679105,42.65823155277184,-1.4073110824176838,Bullish High Volatility,neutral
