OptionName,Score,Side,Type,MarketScenario,UserMarketView
اختيارف اهرم-24000-1403/11/24,-0.0,Long,PUT,Bearish Low Volatility,bullish
اختيارف اهرم-14000-1403/10/26,-0.0,Long,PUT,Bearish Low Volatility,bullish
اختيارف شستا-1050-1403/11/10,-0.0,Long,PUT,Bearish Low Volatility,bullish
اختيارف اهرم-18000-1403/11/24,-0.0,Long,PUT,Bearish Low Volatility,bullish
اختيارف رويين-12000-14031030,-0.0,Long,PUT,Bearish Low Volatility,bullish
اختيارف خودرو-2800-1403/11/03,-0.0,Long,PUT,Bearish Low Volatility,bullish
اختيارف خودرو-3000-1403/11/03,-0.0,Long,PUT,Bearish Low Volatility,bullish
اختيارف خودرو-3250-1403/11/03,-0.0,Long,PUT,Bearish Low Volatility,bullish
اختيارف خودرو-3500-1403/11/03,-0.0,Long,PUT,Bearish Low Volatility,bullish
اختيارف شستا-1650-1403/10/12,-0.0,Short,PUT,Bearish Low Volatility,bullish
اختيارف اهرم-30000-1403/09/28,-0.0,Short,PUT,Bearish Low Volatility,bullish
اختيارف ذوب-600-1403/09/28,-0.0,Short,PUT,Bearish Low Volatility,bullish
اختيارف وبملت-3250-1403/11/24,-0.04643236216839223,Short,PUT,Bearish Low Volatility,bullish
اختيارف خودران-11000-03/11/28,-0.2851764409353474,Short,PUT,Bearish Low Volatility,bullish
اختيارف رويين-11000-14031226,-86.78943685247376,Short,PUT,Bearish Low Volatility,bullish
اختيارف شستا-650-1403/10/12,-99.99846590909091,Short,PUT,Bearish Low Volatility,bullish
اختيارف شستا-850-1403/10/12,-99.99846590909091,Short,PUT,Bearish Low Volatility,bullish
اختيارف وبملت-2400-1403/09/28,-100.00067705167173,Short,PUT,Bearish Low Volatility,bullish
اختيارف ذوب-500-1403/09/28,-100.00404264972777,Short,PUT,Bearish Low Volatility,bullish
اختيارخ ذوب-500-1403/09/28,0.12882427430084625,Long,CALL,Bearish Low Volatility,bearish
اختيارخ وبملت-3000-1403/09/28,0.12061494070259833,Long,CALL,Bearish Low Volatility,bearish
اختيارخ وبملت-2800-1403/09/28,0.08072381030973577,Long,CALL,Bearish Low Volatility,bearish
اختيارخ وبملت-2600-1403/09/28,0.07927871515822918,Long,CALL,Bearish Low Volatility,bearish
اختيارخ خساپا-2200-1403/11/24,0.06137388583976881,Long,CALL,Bearish Low Volatility,bearish
اختيارخ رويين-10000-14031030,0.052511300606714655,Long,CALL,Bearish Low Volatility,bearish
اختيارخ خودرو-2600-1404/01/06,0.04531818119771603,Long,CALL,Bearish Low Volatility,bearish
اختيارخ وبملت-2200-1403/09/28,0.04194637386828066,Long,CALL,Bearish Low Volatility,bearish
اختيارخ وبملت-2400-1403/09/28,0.03770944903107737,Long,CALL,Bearish Low Volatility,bearish
اختيارخ بساما-5413-14040207,0.03669100308565003,Long,CALL,Bearish Low Volatility,bearish
اختيارخ فولاد-6000-1403/12/01,0.5919396716357583,Short,CALL,Bearish Low Volatility,bearish
اختيارخ شستا-1550-1403/12/08,0.5067956134516156,Short,CALL,Bearish Low Volatility,bearish
اختيارخ خودرو-3500-1403/12/01,0.4977169979560905,Short,CALL,Bearish Low Volatility,bearish
اختيارخ ذوب-500-1403/11/24,0.4538099674056935,Short,CALL,Bearish Low Volatility,bearish
اختيارخ شستا-1450-1403/12/08,0.4518467594503463,Short,CALL,Bearish Low Volatility,bearish
اختيارخ فولاد-5500-1403/12/01,0.4302391934037795,Short,CALL,Bearish Low Volatility,bearish
اختيارخ خگستر-4500-1403/12/01,0.40591845447012304,Short,CALL,Bearish Low Volatility,bearish
اختيارخ خودرو-3250-1403/12/01,0.3714404013558945,Short,CALL,Bearish Low Volatility,bearish
اختيارخ اهرم-26000-1403/10/26,0.3400001396104528,Short,CALL,Bearish Low Volatility,bearish
اختيارخ اهرم-26000-1403/11/24,0.33871281015699994,Short,CALL,Bearish Low Volatility,bearish
اختيارف اهرم-14000-1403/10/26,-0.0,Long,PUT,Bearish Low Volatility,bearish
اختيارف خودرو-3250-1403/11/03,-0.0,Long,PUT,Bearish Low Volatility,bearish
اختيارف خودرو-2800-1403/11/03,-0.0,Long,PUT,Bearish Low Volatility,bearish
اختيارف اهرم-18000-1403/11/24,-0.0,Long,PUT,Bearish Low Volatility,bearish
اختيارف اهرم-24000-1403/10/26,-0.0,Long,PUT,Bearish Low Volatility,bearish
اختيارف اهرم-22000-1403/10/26,-0.0,Long,PUT,Bearish Low Volatility,bearish
اختيارف اهرم-20000-1403/10/26,-0.0,Long,PUT,Bearish Low Volatility,bearish
اختيارف اهرم-18000-1403/10/26,-0.0,Long,PUT,Bearish Low Volatility,bearish
اختيارف اهرم-16000-1403/10/26,-0.0,Long,PUT,Bearish Low Volatility,bearish
اختيارف اهرم-15000-1403/10/26,-0.0,Long,PUT,Bearish Low Volatility,bearish
اختيارف ذوب-600-1403/09/28,-0.0,Short,PUT,Bearish Low Volatility,bearish
اختيارف شستا-1650-1403/10/12,-0.0,Short,PUT,Bearish Low Volatility,bearish
اختيارف اهرم-30000-1403/09/28,-0.0,Short,PUT,Bearish Low Volatility,bearish
اختيارف وبملت-3250-1403/11/24,-0.033509134514384295,Short,PUT,Bearish Low Volatility,bearish
اختيارف خودران-11000-03/11/28,-0.20902501686672226,Short,PUT,Bearish Low Volatility,bearish
اختيارف شستا-650-1403/10/12,-99.99888429752066,Short,PUT,Bearish Low Volatility,bearish
اختيارف شستا-850-1403/10/12,-99.99888429752066,Short,PUT,Bearish Low Volatility,bearish
اختيارف وبملت-2400-1403/09/28,-100.00049240121581,Short,PUT,Bearish Low Volatility,bearish
اختيارف ذوب-500-1403/09/28,-100.00294010889293,Short,PUT,Bearish Low Volatility,bearish
اختيارف توان-18000-14031002,-100.00383503613257,Short,PUT,Bearish Low Volatility,bearish
اختيارخ ذوب-500-1403/09/28,0.1432557300345808,Long,CALL,Bearish Low Volatility,neutral
اختيارخ وبملت-3000-1403/09/28,0.13411599098535898,Long,CALL,Bearish Low Volatility,neutral
اختيارخ وبملت-2800-1403/09/28,0.0897768308025791,Long,CALL,Bearish Low Volatility,neutral
اختيارخ وبملت-2600-1403/09/28,0.08812358912810372,Long,CALL,Bearish Low Volatility,neutral
اختيارخ خساپا-2200-1403/11/24,0.07007603651482887,Long,CALL,Bearish Low Volatility,neutral
اختيارخ رويين-10000-14031030,0.06127691673959851,Long,CALL,Bearish Low Volatility,neutral
اختيارخ خودرو-2600-1404/01/06,0.055158861628691686,Long,CALL,Bearish Low Volatility,neutral
اختيارخ وبملت-2200-1403/09/28,0.04659601851750015,Long,CALL,Bearish Low Volatility,neutral
اختيارخ وبملت-2400-1403/09/28,0.042157179100120894,Long,CALL,Bearish Low Volatility,neutral
اختيارخ بساما-5413-14040207,0.03999133505654687,Long,CALL,Bearish Low Volatility,neutral
اختيارخ فولاد-6000-1403/12/01,0.5418466219969795,Short,CALL,Bearish Low Volatility,neutral
اختيارخ شستا-1550-1403/12/08,0.4588246246194479,Short,CALL,Bearish Low Volatility,neutral
اختيارخ خودرو-3500-1403/12/01,0.45421015991548613,Short,CALL,Bearish Low Volatility,neutral
اختيارخ شستا-1450-1403/12/08,0.42192223451823374,Short,CALL,Bearish Low Volatility,neutral
اختيارخ ذوب-500-1403/11/24,0.4056519738137608,Short,CALL,Bearish Low Volatility,neutral
اختيارخ فولاد-5500-1403/12/01,0.39246956872164335,Short,CALL,Bearish Low Volatility,neutral
اختيارخ خگستر-4500-1403/12/01,0.3684993893318536,Short,CALL,Bearish Low Volatility,neutral
اختيارخ خودرو-3250-1403/12/01,0.3380095693581194,Short,CALL,Bearish Low Volatility,neutral
اختيارخ خگستر-5000-1403/12/01,0.32605357639475807,Short,CALL,Bearish Low Volatility,neutral
اختيارخ اهرم-26000-1403/10/26,0.30604586641754206,Short,CALL,Bearish Low Volatility,neutral
اختيارف اهرم-14000-1403/10/26,-0.0,Long,PUT,Bearish Low Volatility,neutral
اختيارف شستا-850-1403/11/10,-0.0,Long,PUT,Bearish Low Volatility,neutral
اختيارف خودرو-3500-1403/11/03,-0.0,Long,PUT,Bearish Low Volatility,neutral
اختيارف خودرو-3250-1403/11/03,-0.0,Long,PUT,Bearish Low Volatility,neutral
اختيارف شستا-950-1403/11/10,-0.0,Long,PUT,Bearish Low Volatility,neutral
اختيارف شستا-1050-1403/11/10,-0.0,Long,PUT,Bearish Low Volatility,neutral
اختيارف خودرو-2800-1403/11/03,-0.0,Long,PUT,Bearish Low Volatility,neutral
اختيارف رويين-12000-14031030,-0.0,Long,PUT,Bearish Low Volatility,neutral
اختيارف نارنج-13000-14031114,-0.0,Long,PUT,Bearish Low Volatility,neutral
اختيارف ذوب-400-1403/11/24,-0.0,Long,PUT,Bearish Low Volatility,neutral
اختيارف اهرم-30000-1403/09/28,-0.0,Short,PUT,Bearish Low Volatility,neutral
اختيارف شستا-1650-1403/10/12,-0.0,Short,PUT,Bearish Low Volatility,neutral
اختيارف ذوب-600-1403/09/28,-0.0,Short,PUT,Bearish Low Volatility,neutral
اختيارف وبملت-3250-1403/11/24,-0.041926197391580995,Short,PUT,Bearish Low Volatility,neutral
اختيارف خودران-11000-03/11/28,-0.26163674601804987,Short,PUT,Bearish Low Volatility,neutral
اختيارف شستا-650-1403/10/12,-99.99860537190082,Short,PUT,Bearish Low Volatility,neutral
اختيارف شستا-850-1403/10/12,-99.99860537190082,Short,PUT,Bearish Low Volatility,neutral
اختيارف وبملت-2400-1403/09/28,-100.00061550151976,Short,PUT,Bearish Low Volatility,neutral
اختيارف ذوب-500-1403/09/28,-100.00367513611616,Short,PUT,Bearish Low Volatility,neutral
اختيارف توان-18000-14031002,-100.00479379516571,Short,PUT,Bearish Low Volatility,neutral
